rating,title,text
1,you have to be an Xbox Live Gold member to play this game.,imagine my surprise when I found out (after purchasing the game) that I would have to be a member of Xbox  live gold. I was very unhappy about that and returned it immediately.
2,Glad I rented...,"Rented this game with a friend and put some hours in over the weekend.  After trying different game modes, weapons, and vehicles, we sort of scratched our heads and both said we expected more.  I am a huge fan of Star Wars Battlefront 2 and my kids and I still play it on our PS2 to this day.  It is clear that this game seriously lacks content compared the Battlefront 2, a game that came out 10 years ago.  And although it looks and sounds beautiful, it is just not as fun as BF2 either.  I would have honestly been thrilled if they just took BF2 and remade to with better graphics and sound.  Definitely glad I rented.  2.5 Stars"
1,I am experiencing constant red horizontal lines on the display ...,"I am experiencing constant red horizontal lines on the display screen of my brand new Oculus device.  It's completely unusable. The HDMI port is working correctly. I have a Nvidia GTX 1060 with updated drivers. The HDMI cable does not appear to be damaged. I have restarted my computer and gone through the setup process several times, but the problem is the same each time.  Of course there is only a web-ticket support.  You never actually get to talk to someone.  I have checked online for people who have had similar problems and they almost all ended up having to return theirs.  Unless their support really comes through in the next few days I will be returning this."
5,Great. The only way to go is preorder on ...,Great.  The only way to go is preorder on Amazon. Pre order 3 games and u pretty much get a 4th for free
5,The game came out in 2015.  And still lives up to the hype!,"The game came out in 2015. And I remember the raves and reviews this game got! But at the time I was getting my life sorted out I just finshed college and was interning and before you knew it 6 years had past. Now, I'm working full time and with paid leave (summer vacation) and I finally have some free time. Its 2022 and i finally bought the game,  and i have to say it so much FUN and SCARY! guys if you're reading this get the game! Money worth spent."
2,Read as the same controller cant use both at the same time,"One works, when both are plugged in they both read as the same controller. Tried redoing the drivers several times I'm stumped"
1,Buggy not ready for release,"It sucks it looks nothing like it was advertised as, and has tons of bugs. Game keeps crashing too."
5,Isabelle exists to spite me,"Glad I was able to get my hand on some packs but every single special card was Isabelle, I cannot stand that money bag headed poodle, why Nintendo. I just wanted my rotund shy manatee."
1,The animal abuse stories will make you cry,I really enjoyed this book until the animal abuse stories. He wasn't the one abusing the animals but he didn't really care either. I cried and had nightmares because of this book. It should have a warning on the first page.
5,Easy to store,"Material: Material is safe and reliable. Characteristic description: It is suitable for training people's logical thinking. Finishing: Easy to store. Summary: Bought many, many, all are very good. Although the price is not cheap, but the flashing design light is really worthy and great. , The design concept is really amazing"
1,One Star,"Community is more toxic than the water in Flint, Michigan."
